place,product,date,cost,competitors_mean_price,hot,rain,snow
Анор Лондо,Целебные травы,2218-10-21,7.786000789937449,9.585679865085615,0,1,0
Анор Лондо,Целебные травы,2218-10-22,7.784083975983414,9.547570677870715,0,0,0
Анор Лондо,Целебные травы,2218-10-23,7.848608884537031,9.653981681426878,0,0,0
Анор Лондо,Целебные травы,2218-10-24,7.902252436978184,9.71998807741821,0,0,0
Анор Лондо,Целебные травы,2218-10-25,7.9445641564491085,9.648626002652202,0,0,1
Анор Лондо,Целебные травы,2218-10-26,7.895524436609239,9.833834854314585,0,1,0
Анор Лондо,Целебные травы,2218-10-27,7.887362476355722,9.903170321707423,0,1,0
Анор Лондо,Целебные травы,2218-10-28,7.852913265088086,9.79303101742938,0,0,0
Анор Лондо,Целебные травы,2218-10-29,7.8020112783222775,9.758154811463468,0,0,0
Анор Лондо,Целебные травы,2218-10-30,7.817198320390235,9.864201982329988,0,0,0
Анор Лондо,Целебные травы,2218-10-31,7.821986820302538,9.92627367685185,0,0,0
Анор Лондо,Целебные травы,2218-11-01,7.816754147543359,9.847513305797232,0,0,1
Анор Лондо,Целебные травы,2218-11-02,7.722283913926549,10.022045372005852,0,0,1
Анор Лондо,Целебные травы,2218-11-03,7.67156749475629,10.077683189179698,0,0,1
Анор Лондо,Целебные травы,2218-11-04,7.598145543857487,9.951148544041244,0,0,0
Анор Лондо,Целебные травы,2218-11-05,7.512487529245831,9.897559603631374,0,0,0
Анор Лондо,Целебные травы,2218-11-06,7.497687060240956,9.983004413297198,0,0,0
Анор Лондо,Целебные травы,2218-11-07,7.477714604437582,10.02304873471902,0,0,1
Анор Лондо,Целебные травы,2218-11-08,7.453303404006,9.921326128469007,0,0,0
Анор Лондо,Целебные травы,2218-11-09,7.34548474421625,10.0724650669175,0,0,0
Анор Лондо,Целебные травы,2218-11-10,7.287385933256648,10.104784829291253,0,0,0
Анор Лондо,Целебные травы,2218-11-11,7.212570829675149,9.955503521903609,1,0,0
Анор Лондо,Целебные травы,2218-11-12,7.1314209404362465,9.8802148052818,0,0,0
Анор Лондо,Целебные травы,2218-11-13,7.126834791517531,9.945450936032673,1,0,0
Анор Лондо,Целебные травы,2218-11-14,7.122487037611072,9.96718111144456,0,1,0
Анор Лондо,Целебные травы,2218-11-15,7.118722929637729,9.849393230561947,0,0,0
Анор Лондо,Целебные травы,2218-11-16,7.036104048716246,9.98701403272061,0,0,0
Анор Лондо,Целебные травы,2218-11-17,7.007218375073845,10.008599502796754,1,0,0
Анор Лондо,Целебные травы,2218-11-18,6.965034199542867,9.85153898330757,0,0,0
Анор Лондо,Целебные травы,2218-11-19,6.919295543168181,9.771529630140474,0,0,0
Анор Лондо,Целебные травы,2218-11-20,6.952236410659437,9.835138832771728,0,0,0
Анор Лондо,Целебные травы,2218-11-21,6.986854959863525,9.858303558214105,0,0,0
Анор Лондо,Целебные травы,2218-11-22,7.0228228239775135,9.744914664025911,0,1,0
Анор Лондо,Целебные травы,2218-11-23,6.980045126116645,9.889741036008303,0,0,0
Анор Лондо,Целебные травы,2218-11-24,6.990483908646271,9.921125301142688,1,0,0
Анор Лондо,Целебные травы,2218-11-25,6.986524171036672,9.776194388478913,0,0,0
Анор Лондо,Целебные травы,2218-11-26,6.9773799084026535,9.710341383638943,0,0,0
Анор Лондо,Целебные травы,2218-11-27,7.044817250521519,9.789796088557031,1,0,0
Анор Лондо,Целебные травы,2218-11-28,7.111435610619667,9.83013302432709,1,0,0
Анор Лондо,Целебные травы,2218-11-29,7.176581964713166,9.734864695067326,0,1,0
Анор Лондо,Целебные травы,2218-11-30,7.159913744345088,9.898374740880245,0,0,0
Анор Лондо,Целебные травы,2218-12-01,7.193223068071799,9.94862250892687,0,0,0
Анор Лондо,Целебные травы,2218-12-02,7.208801566784741,9.82236210508976,1,0,0
Анор Лондо,Целебные травы,2218-12-03,7.215843311714052,9.77463217822968,0,0,0
Анор Лондо,Целебные травы,2218-12-04,7.296163112481076,9.871333675968419,0,0,1
Анор Лондо,Целебные травы,2218-12-05,7.372471306761312,9.92774416196474,0,0,0
Анор Лондо,Целебные травы,2218-12-06,7.444280412152805,9.847116392453673,0,0,1
Анор Лондо,Целебные травы,2218-12-07,7.431459402035551,10.023615689992015,0,0,0
Анор Лондо,Целебные травы,2218-12-08,7.46604862984101,10.085027584373291,0,1,0
Анор Лондо,Целебные травы,2218-12-09,7.480614966358313,9.967978755922188,0,0,1
Анор Лондо,Целебные травы,2218-12-10,7.484644969357588,9.927427536858804,1,0,0
Анор Лондо,Целебные травы,2218-12-11,7.560253654433176,10.029241243376935,0,1,0
Анор Лондо,Целебные травы,2218-12-12,7.630450272213489,10.088708989736222,0,0,0
Анор Лондо,Целебные травы,2218-12-13,7.695036719588045,10.00913776862203,0,0,0
Анор Лондо,Целебные травы,2218-12-14,7.674154569754232,10.18478644381346,0,0,0
Анор Лондо,Целебные травы,2218-12-15,7.700093928078179,10.243569251245777,0,0,0
Анор Лондо,Целебные травы,2218-12-16,7.705643815621414,10.122271983432611,0,1,0
Анор Лондо,Целебные травы,2218-12-17,7.700481987906736,10.07603726231069,0,0,0
Анор Лондо,Целебные травы,2218-12-18,7.766881795464971,10.170936327287155,0,0,0
Анор Лондо,Целебные травы,2218-12-19,7.827977477978623,10.222476144667738,1,0,0
Анор Лондо,Целебные травы,2218-12-20,7.88366345694102,10.134189773915702,1,0,0
Анор Лондо,Целебные травы,2218-12-21,7.854143502540247,10.300564780302057,0,0,1
Анор Лондо,Целебные травы,2218-12-22,7.871742830843443,10.34974142253694,0,0,0
Анор Лондо,Целебные травы,2218-12-23,7.869262646354806,10.218723908490103,1,0,0
Анор Лондо,Целебные травы,2218-12-24,7.856374821895741,10.1628612254312,0,0,0
Анор Лондо,Целебные травы,2218-12-25,7.915334085798776,10.248415054280994,0,0,1
Анор Лондо,Целебные травы,2218-12-26,7.969248859462233,10.29106363659947,0,0,0
Анор Лондо,Эльфийская пыльца,2218-09-28,8.682467482400574,19.37967593484429,0,0,0
Анор Лондо,Эльфийская пыльца,2218-09-29,8.800009392081963,19.57366822124484,1,0,0
Анор Лондо,Эльфийская пыльца,2218-09-30,8.740160284148235,19.47050136329711,0,0,0
Анор Лондо,Эльфийская пыльца,2218-10-01,8.614204706794817,19.50977223454095,0,1,0
Анор Лондо,Эльфийская пыльца,2218-10-02,8.63805965593521,19.452276631872028,0,0,0
Анор Лондо,Эльфийская пыльца,2218-10-03,8.558868551351296,19.41109132820773,0,0,0
Анор Лондо,Эльфийская пыльца,2218-10-04,8.505369321431505,19.579336475546825,0,0,0
Анор Лондо,Эльфийская пыльца,2218-10-05,8.530447050248759,19.416875502128647,0,0,0
Анор Лондо,Эльфийская пыльца,2218-10-06,8.533030790578712,19.609884459002142,0,0,0
Анор Лондо,Эльфийская пыльца,2218-10-07,8.365052360124048,19.50683830682065,0,1,0
Анор Лондо,Эльфийская пыльца,2218-10-08,8.140095846448604,19.547496312958046,0,0,0
Анор Лондо,Эльфийская пыльца,2218-10-09,8.076107989804063,19.492783112547283,0,1,0
Анор Лондо,Эльфийская пыльца,2218-10-10,7.9219538424034095,19.455865496841938,0,0,0
Анор Лондо,Эльфийская пыльца,2218-10-11,7.807755283759054,19.62991065263172,1,0,0
Анор Лондо,Эльфийская пыльца,2218-10-12,7.787423303538054,19.47478313327053,0,0,1
Анор Лондо,Эльфийская пыльца,2218-10-13,7.760543856096662,19.676612618073896,0,1,0
Анор Лондо,Эльфийская пыльца,2218-10-14,7.57933504917677,19.583780013446827,0,0,1
Анор Лондо,Эльфийская пыльца,2218-10-15,7.3573040912874,19.63590408762584,1,0,0
Анор Лондо,Эльфийская пыльца,2218-10-16,7.3119736353203955,19.59372517290899,0,1,0
Анор Лондо,Эльфийская пыльца,2218-10-17,7.191461176574963,19.570185938035888,0,1,0
Анор Лондо,Эльфийская пыльца,2218-10-18,7.1248481626136435,19.75819485408503,1,0,0
Анор Лондо,Эльфийская пыльца,2218-10-19,7.1647486539823095,19.617329497476398,0,0,0
Анор Лондо,Эльфийская пыльца,2218-10-20,7.209236152135235,19.833411576954415,1,0,0
Анор Лондо,Эльфийская пыльца,2218-10-21,7.108845091042034,19.754501039802268,0,1,0
Анор Лондо,Эльфийская пыльца,2218-10-22,6.975274111180743,19.81989122865133,0,0,0
Анор Лондо,Эльфийская пыльца,2218-10-23,7.024159446014175,19.790001385864947,0,0,0
Анор Лондо,Эльфийская пыльца,2218-10-24,7.001700807611382,19.777466261799724,0,0,0
Анор Лондо,Эльфийская пыльца,2218-10-25,7.035075227943701,19.974908201159796,0,0,1
Анор Лондо,Эльфийская пыльца,2218-10-26,7.175047596813884,19.84164860679228,0,1,0
Анор Лондо,Эльфийская пыльца,2218-10-27,7.31793554518383,20.063290434621017,0,1,0
Анор Лондо,Эльфийская пыльца,2218-10-28,7.312644356499023,19.987718860274466,0,0,0
Анор Лондо,Эльфийская пыльца,2218-10-29,7.269398382194247,20.054101898162465,0,0,0
Анор Лондо,Эльфийская пыльца,2218-10-30,7.402536832603062,20.022787109194233,0,0,0
Анор Лондо,Эльфийская пыльца,2218-10-31,7.457156060479958,20.006394026870026,0,0,0
Анор Лондо,Эльфийская пыльца,2218-11-01,7.559533714119063,20.197587587636026,0,0,1
Анор Лондо,Эльфийская пыльца,2218-11-02,7.759743605575636,20.05578941663574,0,0,1
Анор Лондо,Эльфийская пыльца,2218-11-03,7.953619220250818,20.266758616827254,0,0,1
Анор Лондо,Эльфийская пыльца,2218-11-04,7.989781984916852,20.178589238010474,0,0,0
Анор Лондо,Эльфийская пыльца,2218-11-05,7.978361341275154,20.230706284104617,0,0,0
Анор Лондо,Эльфийская пыльца,2218-11-06,8.13377517952638,20.1837565113597,0,0,0
Анор Лондо,Эльфийская пыльца,2218-11-07,8.201353518209599,20.15069379978127,0,0,1
Анор Лондо,Эльфийская пыльца,2218-11-08,8.307741633331874,20.32454456776123,0,0,0
Анор Лондо,Эльфийская пыльца,2218-11-09,8.503492335992858,20.165110291916537,0,0,0
Анор Лондо,Эльфийская пыльца,2218-11-10,8.685006176839973,20.358539011436903,0,0,0
Анор Лондо,Эльфийская пыльца,2218-11-11,8.701536516581097,20.253313239456766,1,0,0
Анор Лондо,Эльфийская пыльца,2218-11-12,8.663887275563544,20.28923639297578,0,0,0
Анор Лондо,Эльфийская пыльца,2218-11-13,8.78717260316236,20.227314247982147,1,0,0
Анор Лондо,Эльфийская пыльца,2218-11-14,8.817421939472933,20.18083144924281,0,1,0
Анор Лондо,Эльфийская пыльца,2218-11-15,8.881967142962033,20.343108778956438,0,0,0
Анор Лондо,Эльфийская пыльца,2218-11-16,9.03202172625951,20.174198460573255,0,0,0
Анор Лондо,Эльфийская пыльца,2218-11-17,9.164611187401821,20.36044956589046,1,0,0
Анор Лондо,Эльфийская пыльца,2218-11-18,9.12957144849196,20.25049110619813,0,0,0
Анор Лондо,Эльфийская пыльца,2218-11-19,9.038243154421307,20.284215042299575,0,0,0
Анор Лондо,Эльфийская пыльца,2218-11-20,9.1062308864561,20.222655805243622,0,0,0
Анор Лондо,Эльфийская пыльца,2218-11-21,9.080010463535997,20.179066402257885,0,0,0
Анор Лондо,Эльфийская пыльца,2218-11-22,9.087320607169957,20.346676815608628,0,1,0
Анор Лондо,Эльфийская пыльца,2218-11-23,9.1797485352955,20.185391933083125,0,0,0
Анор Лондо,Эльфийская пыльца,2218-11-24,9.254667937504408,20.3813610008021,1,0,0
Анор Лондо,Эльфийская пыльца,2218-11-25,9.162245774028968,20.282966063823523,0,0,0
Анор Лондо,Эльфийская пыльца,2218-11-26,9.014145070417936,20.32981148020956,0,0,0
Анор Лондо,Эльфийская пыльца,2218-11-27,9.026292194854804,20.28261092106268,1,0,0
Анор Лондо,Эльфийская пыльца,2218-11-28,8.945491259048557,20.254271727196688,1,0,0
Анор Лондо,Эльфийская пыльца,2218-11-29,8.899821443799349,20.43766210710261,0,1,0
Анор Лондо,Эльфийская пыльца,2218-11-30,8.941226416062342,20.292318179364162,0,0,0
Анор Лондо,Эльфийская пыльца,2218-12-01,8.967453983474725,20.504022608256477,0,0,0
Анор Лондо,Эльфийская пыльца,2218-12-02,8.829062226584817,20.42080205675017,1,0,0
Анор Лондо,Эльфийская пыльца,2218-12-03,8.638119191272034,20.48192530823633,0,0,0
Анор Лондо,Эльфийская пыльца,2218-12-04,8.610964655412216,20.44779824880956,0,0,1
Анор Лондо,Эльфийская пыльца,2218-12-05,8.49481675380753,20.43105537914796,0,0,0
Анор Лондо,Эльфийская пыльца,2218-12-06,8.418159516779232,20.62433316411336,0,0,1
Анор Лондо,Эльфийская пыльца,2218-12-07,8.433320845401628,20.486982075449454,0,0,0
Анор Лондо,Эльфийская пыльца,2218-12-08,8.438399514210625,20.70464896197198,0,1,0
Анор Лондо,Эльфийская пыльца,2218-12-09,8.28425795881175,20.625276892475828,0,0,1
Анор Лондо,Эльфийская пыльца,2218-12-10,8.083208500538131,20.68810428132251,1,0,0
Анор Лондо,Эльфийская пыльца,2218-12-11,8.05176212291616,20.653559485140345,0,1,0
Анор Лондо,Эльфийская пыльца,2218-12-12,7.937223192321908,20.634350574104207,0,0,0
Анор Лондо,Эльфийская пыльца,2218-12-13,7.868066770486615,20.823235656278996,0,0,0
Анор Лондо,Эльфийская пыльца,2218-12-14,7.896508594316842,20.67973071484708,0,0,0
Анор Лондо,Эльфийская пыльца,2218-12-15,7.920426804023628,20.88968672701883,0,0,0
Анор Лондо,Эльфийская пыльца,2218-12-16,7.79035258395939,20.801283370704766,0,1,0
Анор Лондо,Эльфийская пыльца,2218-12-17,7.618157674075919,20.854021310855064,0,0,0
Анор Лондо,Эльфийская пыльца,2218-12-18,7.619808056385801,20.808609451847346,0,0,0
Анор Лондо,Эльфийская пыльца,2218-12-19,7.541967271217102,20.778047067292608,1,0,0
Анор Лондо,Эльфийская пыльца,2218-12-20,7.512385939654593,20.955386397822956,1,0,0
Анор Лондо,Эльфийская пыльца,2218-12-21,7.582487360185414,20.800432886940882,0,0,1
Анор Лондо,Эльфийская пыльца,2218-12-22,7.649307920098987,20.99931502600887,0,0,0
Анор Лондо,Эльфийская пыльца,2218-12-23,7.562509019496256,20.90047130366737,1,0,0
Анор Лондо,Эльфийская пыльца,2218-12-24,7.433087885651019,20.943636422231155,0,0,0
Анор Лондо,Эльфийская пыльца,2218-12-25,7.476155904310754,20.8897233152425,0,0,1
Анор Лондо,Эльфийская пыльца,2218-12-26,7.437567167663505,20.851900998761455,0,0,0
Анор Лондо,Эстус,2218-09-28,5.467848186471903,11.301182890512914,0,0,0
Анор Лондо,Эстус,2218-09-29,5.50236728209182,11.513514743928694,1,0,0
Анор Лондо,Эстус,2218-09-30,5.542482568334393,11.381915423212872,0,0,0
Анор Лондо,Эстус,2218-10-01,5.622644589149207,11.3972304919109,0,1,0
Анор Лондо,Эстус,2218-10-02,5.647927688668398,11.231536947904962,0,0,0
Анор Лондо,Эстус,2218-10-03,5.740488662327381,11.41572560784222,0,0,0
Анор Лондо,Эстус,2218-10-04,5.776266720300907,11.343479427111452,0,0,0
Анор Лондо,Эстус,2218-10-05,5.810753446550005,11.340391046855917,0,0,0
Анор Лондо,Эстус,2218-10-06,5.780672235025167,11.555710608638998,0,0,0
Анор Лондо,Эстус,2218-10-07,5.751700688767279,11.425552451319291,0,1,0
Анор Лондо,Эстус,2218-10-08,5.760121555296109,11.440785075719639,0,0,0
Анор Лондо,Эстус,2218-10-09,5.712846191024894,11.273541330524681,0,1,0
Анор Лондо,Эстус,2218-10-10,5.733828059926115,11.454798612245966,0,0,0
Анор Лондо,Эстус,2218-10-11,5.7007198483104045,11.378354471540685,1,0,0
Анор Лондо,Эстус,2218-10-12,5.670603911833202,11.369940987543348,0,0,1
Анор Лондо,Эстус,2218-10-13,5.581636457164725,11.578969026711016,0,1,0
Анор Лондо,Эстус,2218-10-14,5.5007397312396495,11.4417310810752,0,0,1
Анор Лондо,Эстус,2218-10-15,5.465228427055204,11.449287154006813,1,0,0
Анор Лондо,Эстус,2218-10-16,5.382814769320147,11.273970730653712,0,1,0
Анор Лондо,Эстус,2218-10-17,5.37801008198513,11.446964708913141,0,1,0
Анор Лондо,Эстус,2218-10-18,5.328776538821817,11.362272764192996,1,0,0
Анор Лондо,Эстус,2218-10-19,5.292258755861586,11.345829587240546,0,0,0
Анор Лондо,Эстус,2218-10-20,5.2064354001731505,11.547241184804937,1,0,0
Анор Лондо,Эстус,2218-10-21,5.1378246994545815,11.402984005322583,0,1,0
Анор Лондо,Эстус,2218-10-22,5.123129527058804,11.404287419102312,0,0,0
Анор Лондо,Эстус,2218-10-23,5.069265863438874,11.223636643815425,0,0,0
Анор Лондо,Эстус,2218-10-24,5.099791667139494,11.39234603733311,0,0,0
Анор Лондо,Эстус,2218-10-25,5.091589004483967,11.304528268893337,0,0,1
Анор Лондо,Эстус,2218-10-26,5.100628187088889,11.286202837177795,0,1,0
Анор Лондо,Эстус,2218-10-27,5.0636531506967115,11.487035145391534,0,1,0
Анор Лондо,Эстус,2218-10-28,5.045921014107861,11.343534907369824,0,0,0
Анор Лондо,Эстус,2218-10-29,5.0828805685464475,11.346938416935215,0,0,0
Анор Лондо,Эстус,2218-10-30,5.08023262051406,11.169711765795064,0,0,0
Анор Лондо,Эстус,2218-10-31,5.160388412595526,11.343124918001607,0,0,0
Анор Лондо,Эстус,2218-11-01,5.1991782525687835,11.26122213015322,0,0,1
Анор Лондо,Эстус,2218-11-02,5.251638488487855,11.249932156506018,0,0,1
Анор Лондо,Эстус,2218-11-03,5.253715573158381,11.45880941297439,0,0,1
Анор Лондо,Эстус,2218-11-04,5.270019798401669,11.324234831319478,0,0,0
Анор Лондо,Эстус,2218-11-05,5.335513229032001,11.33730088757676,0,0,0
Анор Лондо,Эстус,2218-11-06,5.355574679488293,11.17031783693323,0,0,0
Анор Лондо,Эстус,2218-11-07,5.452458015896927,11.35439100575408,0,0,1
Анор Лондо,Эстус,2218-11-08,5.501996105033975,11.283394569540556,0,0,0
Анор Лондо,Эстус,2218-11-09,5.559378862407222,11.283085193176145,0,0,0
Анор Лондо,Эстус,2218-11-10,5.560844568226798,11.502846643177651,0,0,0
Анор Лондо,Эстус,2218-11-11,5.57141755234447,11.37889403875376,1,0,0
Анор Лондо,Эстус,2218-11-12,5.626577376230026,11.402162161770535,0,0,0
Анор Лондо,Эстус,2218-11-13,5.6323030108510785,11.244814795474916,1,0,0
Анор Лондо,Эстус,2218-11-14,5.711508986260178,11.43782488320341,0,1,0
Анор Лондо,Эстус,2218-11-15,5.7407265429660015,11.374950879970891,0,0,0
Анор Лондо,Эстус,2218-11-16,5.775858940399969,11.381852622358668,0,0,0
Анор Лондо,Эстус,2218-11-17,5.753850768130732,11.60783778102896,1,0,0
Анор Лондо,Эстус,2218-11-18,5.740404992403083,11.489067524267924,0,0,0
Анор Лондо,Эстус,2218-11-19,5.771633434743104,11.516445781447892,0,0,0
Анор Лондо,Эстус,2218-11-20,5.754084672186399,11.362129053684997,0,0,0
Анор Лондо,Эстус,2218-11-21,5.81116673519741,11.557106549054,0,0,0
Анор Лондо,Эстус,2218-11-22,5.819817933868194,11.495176010986027,0,1,0
Анор Лондо,Эстус,2218-11-23,5.8362551620701,11.502058570626772,0,0,0
Анор Лондо,Эстус,2218-11-24,5.797639610787166,11.727143703135143,1,0,0
Анор Лондо,Эстус,2218-11-25,5.769793600213736,11.60669294145737,0,0,0
Анор Лондо,Эстус,2218-11-26,5.788854099683055,11.631726771882507,0,0,0
Анор Лондо,Эстус,2218-11-27,5.761306699420405,11.474531703051634,1,0,0
Анор Лондо,Эстус,2218-11-28,5.8104170961799015,11.66623733902597,1,0,0
Анор Лондо,Эстус,2218-11-29,5.812913033213021,11.600788886214282,0,1,0
Анор Лондо,Эстус,2218-11-30,5.82474559183584,11.604058492901808,0,0,0
Анор Лондо,Эстус,2218-12-01,5.782769266990599,11.825586574948181,0,0,0
Анор Лондо,Эстус,2218-12-02,5.752474007794798,11.701781859145225,1,0,0
Анор Лондо,Эстус,2218-12-03,5.769654251153965,11.723804648994644,0,0,0
Анор Лондо,Эстус,2218-12-04,5.740458176156446,11.56407038622603,0,0,1
Анор Лондо,Эстус,2218-12-05,5.787833726846526,11.753823419503194,0,0,0
Анор Лондо,Эстус,2218-12-06,5.788223866472586,11.687106488452539,0,0,1
Анор Лондо,Эстус,2218-12-07,5.797339534933251,11.689869395706332,0,0,0
Анор Лондо,Эстус,2218-12-08,5.751849380081477,11.91170808839195,0,1,0
Анор Лондо,Эстус,2218-12-09,5.717119156358895,11.789062940575915,0,0,1
Анор Лондо,Эстус,2218-12-10,5.728885612896789,11.813100791899334,1,0,0
Анор Лондо,Эстус,2218-12-11,5.693307979678307,11.656217855449563,0,1,0
Анор Лондо,Эстус,2218-12-12,5.733413568816656,11.849613433904006,0,0,0
Анор Лондо,Эстус,2218-12-13,5.725790011771819,11.78725996652709,0,0,0
Анор Лондо,Эстус,2218-12-14,5.726352746521265,11.795012880480428,0,0,0
Анор Лондо,Эстус,2218-12-15,5.672027046375312,12.022351454372352,0,0,0
Анор Лондо,Эстус,2218-12-16,5.628477775186101,11.90557945768595,0,1,0
Анор Лондо,Эстус,2218-12-17,5.631772042312401,11.935710079734276,0,0,0
Анор Лондо,Эстус,2218-12-18,5.588418264768505,11.784972205771595,0,0,0
Анор Лондо,Эстус,2218-12-19,5.621798586889736,11.98438791170619,1,0,0
Анор Лондо,Эстус,2218-12-20,5.608847631482037,11.927746621028403,1,0,0
Анор Лондо,Эстус,2218-12-21,5.605806654958146,11.940719308896302,0,0,1
Анор Лондо,Эстус,2218-12-22,5.549892847202455,12.172603864817244,0,0,0
Анор Лондо,Эстус,2218-12-23,5.5070173864790934,12.059530275687122,1,0,0
Анор Лондо,Эстус,2218-12-24,5.513437811450027,12.092350037099648,0,0,0
Анор Лондо,Эстус,2218-12-25,5.475788557900722,11.943146744260828,0,0,1
Анор Лондо,Эстус,2218-12-26,5.517506891689144,12.142817628852631,0,0,0
Врата Балдура,Целебные травы,2218-09-28,12.741592691092224,16.13653732358066,1,0,0
Врата Балдура,Целебные травы,2218-09-29,12.760918776337132,16.137520719018642,1,0,0
Врата Балдура,Целебные травы,2218-09-30,12.775028992992864,16.11760929965886,0,0,1
Врата Балдура,Целебные травы,2218-10-01,12.801723471260349,16.120348599203357,0,0,0
Врата Балдура,Целебные травы,2218-10-02,12.839733851524723,16.17509611587019,0,0,1
Врата Балдура,Целебные травы,2218-10-03,12.837720093433646,16.105833408966593,0,0,0
Врата Балдура,Целебные травы,2218-10-04,12.828785893901408,16.143206109530293,0,1,0
Врата Балдура,Целебные травы,2218-10-05,12.817143629061189,16.21281483524831,0,0,0
Врата Балдура,Целебные травы,2218-10-06,12.728681845955444,16.209441733668744,0,0,0
Врата Балдура,Целебные травы,2218-10-07,12.6360027103606,16.184800403216883,0,1,0
Врата Балдура,Целебные травы,2218-10-08,12.559180251631592,16.182524884150844,0,0,0
Врата Балдура,Целебные травы,2218-10-09,12.499146706668782,16.23207002365228,0,1,0
Врата Балдура,Целебные травы,2218-10-10,12.406627934791944,16.15752098240751,0,0,1
Врата Балдура,Целебные травы,2218-10-11,12.31660119042046,16.189630468520555,1,0,0
Врата Балдура,Целебные травы,2218-10-12,12.23490784568674,16.254106768716895,0,0,1
Врата Балдура,Целебные травы,2218-10-13,12.088775607255139,16.245837383688407,1,0,0
Врата Балдура,Целебные травы,2218-10-14,11.951818948887047,16.216636100348957,0,0,0
Врата Балдура,Целебные травы,2218-10-15,11.844769674163029,16.210229274591395,0,0,0
Врата Балдура,Целебные травы,2218-10-16,11.768845711847119,16.256153705845925,0,0,1
Врата Балдура,Целебные травы,2218-10-17,11.674679619807112,16.178563941457064,0,1,0
Врата Балдура,Целебные травы,2218-10-18,11.596780277622459,16.208267658749726,0,0,0
Врата Балдура,Целебные травы,2218-10-19,11.540160237152294,16.27101224654213,0,0,1
Врата Балдура,Целебные травы,2218-10-20,11.430882840150455,16.261707432826615,0,0,1
Врата Балдура,Целебные травы,2218-10-21,11.341097090362702,16.23217181848219,0,0,1
Врата Балдура,Целебные травы,2218-10-22,11.289811183213775,16.226119103933673,0,0,0
Врата Балдура,Целебные травы,2218-10-23,11.276311537216046,16.273056389464376,0,0,0
Врата Балдура,Целебные травы,2218-10-24,11.249147334942656,16.197092372724107,1,0,0
Врата Балдура,Целебные травы,2218-10-25,11.240652419167962,16.228974063389543,0,0,0
Врата Балдура,Целебные травы,2218-10-26,11.253635260780117,16.29437509633518,0,1,0
Врата Балдура,Целебные травы,2218-10-27,11.211989288322288,16.28812043841079,0,0,0
Врата Балдура,Целебные травы,2218-10-28,11.1857897342137,16.26193528728443,1,0,0
Врата Балдура,Целебные травы,2218-10-29,11.192126108975796,16.259433880142783,0,0,1
Врата Балдура,Целебные травы,2218-10-30,11.228575448964689,16.310020518007967,0,1,0
Врата Балдура,Целебные травы,2218-10-31,11.242234789239156,16.237700550729308,0,1,0
Врата Балдура,Целебные травы,2218-11-01,11.264283339021723,16.273119862984796,0,0,1
Врата Балдура,Целебные травы,2218-11-02,11.296703935572536,16.341855864112528,0,0,1
Врата Балдура,Целебные травы,2218-11-03,11.262915185927067,16.33864470176078,0,0,1
Врата Балдура,Целебные травы,2218-11-04,11.232879856507344,16.31513242840478,0,1,0
Врата Балдура,Целебные травы,2218-11-05,11.223938328880758,16.314865776629222,0,0,0
Врата Балдура,Целебные травы,2218-11-06,11.234272283766135,16.367194796474298,0,0,1
Врата Балдура,Целебные травы,2218-11-07,11.211917389644812,16.29608505829935,0,0,1
Врата Балдура,Целебные травы,2218-11-08,11.189296095764504,16.33215793181744,1,0,0
