place,product,date,own_price,amount,competitors_mean_price,cost,hot,rain,snow,month_name,day_of_week_name,profit
Анор Лондо,Целебные травы,2216-03-31,5.437460317460316,51.91281281013326,3.53,3.88,0,0,1,March,Sunday,80.85214591952814
Анор Лондо,Целебные травы,2216-04-01,5.427872340425532,32.734495387464705,4.04,3.88,0,0,0,April,Monday,50.66881998804378
Анор Лондо,Целебные травы,2216-04-02,5.468787878787878,31.13024259643397,3.93,3.88,0,0,0,April,Tuesday,49.459352100940364
Анор Лондо,Целебные травы,2216-04-03,5.366341463414634,35.94337713524229,3.93,3.88,0,0,0,April,Wednesday,53.424131771260136
Анор Лондо,Целебные травы,2216-04-04,5.50576923076923,48.05356992573829,3.93,3.88,1,0,0,April,Thursday,78.12401541388294
Анор Лондо,Целебные травы,2216-04-05,5.439019607843137,51.21168672126708,3.53,3.88,1,0,0,April,Friday,79.84002374917537
Анор Лондо,Целебные травы,2216-04-06,5.471764705882352,36.936594783729404,3.88,3.88,0,0,0,April,Saturday,58.79436793221868
Анор Лондо,Целебные травы,2216-04-07,5.487868852459016,48.05625512665599,3.91,3.88,0,0,1,April,Sunday,77.26815578397407
Анор Лондо,Целебные травы,2216-04-08,5.526052631578946,32.242912822744024,3.77,3.88,0,0,0,April,Monday,53.073531501648375
Анор Лондо,Целебные травы,2216-04-09,5.522285714285713,52.78781439210814,3.53,3.88,1,0,0,April,Tuesday,86.69267346452497
Анор Лондо,Целебные травы,2216-04-10,5.413770491803278,49.00370648592287,3.53,3.88,0,0,1,April,Wednesday,75.1604389970974
Анор Лондо,Целебные травы,2216-04-11,5.442857142857142,50.08590545165659,3.88,3.88,0,1,0,April,Thursday,78.27711509158902
Анор Лондо,Целебные травы,2216-04-12,5.485531914893617,37.37942710594449,3.86,3.88,0,0,0,April,Friday,60.01386317903342
Анор Лондо,Целебные травы,2216-04-13,5.428301886792452,50.67472133766519,3.53,3.88,1,0,0,April,Saturday,78.45976665978876
Анор Лондо,Целебные травы,2216-04-14,5.242285714285714,34.184713292963814,3.49,3.88,0,0,0,April,Sunday,46.569346565957574
Анор Лондо,Целебные травы,2216-04-15,5.4525,38.60757860088447,4.2,3.88,0,0,0,April,Monday,60.71041734989083
Анор Лондо,Целебные травы,2216-04-16,5.440327868852458,56.68735504464305,3.86,3.88,0,0,1,April,Tuesday,88.45085988769054
Анор Лондо,Целебные травы,2216-04-17,5.34,33.54837969201514,3.18,3.88,0,0,0,April,Wednesday,48.980634350342086
Анор Лондо,Целебные травы,2216-04-18,5.43,36.930437931181764,3.94,2.49,0,0,0,April,Thursday,108.57548751767436
Анор Лондо,Целебные травы,2216-04-19,5.424705882352941,32.445847480400246,4.0,2.49,0,0,0,April,Friday,95.21901945865694
Анор Лондо,Целебные травы,2216-04-20,5.299090909090909,34.92245511229275,3.49,2.49,0,0,0,April,Saturday,98.1003511790769
Анор Лондо,Целебные травы,2216-04-21,5.374615384615384,61.634601142984664,4.0,2.49,0,1,0,April,Sunday,177.7921186816865
Анор Лондо,Целебные травы,2216-04-22,5.440327868852458,51.979990038771994,3.86,2.49,1,0,0,April,Monday,153.35801323406218
Анор Лондо,Целебные травы,2216-04-23,5.448529411764706,57.240845148062824,3.88,2.49,0,0,1,April,Tuesday,169.34872392481293
Анор Лондо,Целебные травы,2216-04-24,5.41659574468085,47.906480519615904,3.18,2.49,0,0,1,April,Wednesday,140.20290203134397
Анор Лондо,Целебные травы,2216-04-25,5.384999999999999,40.218216240348404,4.02,2.49,0,0,0,April,Thursday,116.4317360158086
Анор Лондо,Целебные травы,2216-04-26,5.467741935483871,42.60406172901148,3.86,2.49,1,0,0,April,Friday,126.86390123242096
Анор Лондо,Целебные травы,2216-04-27,5.312307692307692,38.41731379280945,3.74,2.49,0,0,0,April,Saturday,108.42548023524449
Анор Лондо,Целебные травы,2216-04-28,5.438999999999999,36.40631253566773,3.99,2.49,0,0,0,April,Sunday,107.36221566768411
Анор Лондо,Целебные травы,2216-04-29,5.891944444444444,59.995012805769754,3.99,2.49,1,0,0,April,Monday,204.09970050896172
Анор Лондо,Целебные травы,2216-04-30,5.803461538461538,47.79959212920888,4.61,2.49,0,1,0,April,Tuesday,158.38211007428248
Анор Лондо,Целебные травы,2216-05-01,5.722926829268292,32.530191993139034,4.26,2.4,0,0,0,May,Wednesday,108.09544773525029
Анор Лондо,Целебные травы,2216-05-02,5.791746031746031,54.246321096624875,3.86,2.4,1,0,0,May,Thursday,183.98974431629847
Анор Лондо,Целебные травы,2216-05-03,5.852666666666666,52.25063303317937,3.96,2.4,0,0,1,May,Friday,180.40401898589062
Анор Лондо,Целебные травы,2216-05-04,5.833428571428571,52.744166469453035,4.26,2.4,0,1,0,May,Saturday,181.09332813240485
Анор Лондо,Целебные травы,2216-05-05,5.79375,36.85177884257238,4.11,2.4,0,0,0,May,Sunday,125.06572444698001
Анор Лондо,Целебные травы,2216-05-06,5.807777777777777,36.207076411727925,4.34,2.4,0,0,0,May,Monday,123.38567039418837
Анор Лондо,Целебные травы,2216-05-07,5.826769230769231,53.359833057886235,4.68,2.4,0,1,0,May,Tuesday,182.85183408174737
Анор Лондо,Целебные травы,2216-05-08,5.832173913043477,33.50660775045784,3.35,2.4,0,0,0,May,Wednesday,115.0005050357018
Анор Лондо,Целебные травы,2216-05-09,5.863888888888889,28.81487135730892,4.68,2.4,0,0,0,May,Thursday,99.81151272934508
Анор Лондо,Целебные травы,2216-05-10,5.712058823529412,48.257656330209834,3.35,2.4,0,0,1,May,Friday,159.83219645132147
Анор Лондо,Целебные травы,2216-05-11,5.705757575757575,48.8905870667361,4.14,2.4,1,0,0,May,Saturday,161.62042857909822
Анор Лондо,Целебные травы,2216-05-12,5.785333333333333,49.40509004116271,3.86,2.4,0,1,0,May,Sunday,167.25269815268285
Анор Лондо,Целебные травы,2216-05-13,5.92,32.02622516104735,4.11,2.4,0,0,0,May,Monday,112.73231256688668
Анор Лондо,Целебные травы,2216-05-14,5.92,48.9420847574941,3.96,2.4,1,0,0,May,Tuesday,172.2761383463792
Анор Лондо,Целебные травы,2216-05-15,5.8392,36.40927805186656,4.31,2.4,0,0,0,May,Wednesday,125.21878907597947
Анор Лондо,Целебные травы,2216-05-16,5.787540983606558,46.401231419020995,5.14,2.4,0,0,0,May,Thursday,157.1860731217459
Анор Лондо,Целебные травы,2216-05-17,5.805660377358491,42.6181396659196,4.99,2.4,0,0,0,May,Friday,145.1429096169526
Анор Лондо,Целебные травы,2216-05-18,6.2727272727272725,27.05840527521184,4.07,4.63,0,0,0,May,Saturday,44.449580302098
Анор Лондо,Целебные травы,2216-05-19,6.394,43.88870736634538,4.47,4.63,0,0,1,May,Sunday,77.41967979423328
Анор Лондо,Целебные травы,2216-05-20,6.411509433962264,50.61956621989375,4.74,4.63,1,0,0,May,Monday,90.17923476381824
Анор Лондо,Целебные травы,2216-05-21,6.439459459459459,32.09350032213788,4.4,4.63,0,0,0,May,Tuesday,58.07188774505758
Анор Лондо,Целебные травы,2216-05-22,6.335999999999999,49.811821874294495,4.53,4.63,1,0,0,May,Wednesday,84.97896811754637
Анор Лондо,Целебные травы,2216-05-23,6.257419354838709,51.1407747003314,4.73,4.63,0,1,0,May,Thursday,83.22748656876513
Анор Лондо,Целебные травы,2216-05-24,6.51,31.454772950593135,4.28,4.63,0,0,0,May,Friday,59.13497314711509
Анор Лондо,Целебные травы,2216-05-25,6.416785714285714,44.635598962351345,3.67,4.63,0,0,1,May,Saturday,79.75425057451565
Анор Лондо,Целебные травы,2216-05-26,6.3689189189189195,53.87923996082566,4.45,4.63,1,0,0,May,Sunday,93.691629704852
Анор Лондо,Целебные травы,2216-05-27,6.349384615384615,48.59707441413415,4.73,4.63,0,0,1,May,Monday,83.5570621003636
Анор Лондо,Целебные травы,2216-05-28,6.413333333333333,48.216327118954226,3.67,4.63,0,1,0,May,Tuesday,85.98578336213501
Анор Лондо,Целебные травы,2216-05-29,6.3142499999999995,34.64148945126306,4.73,4.63,0,0,0,May,Wednesday,58.34492860828982
Анор Лондо,Целебные травы,2216-05-30,6.407647058823529,48.13884391667105,4.91,4.63,0,0,1,May,Thursday,85.57387430363522
Анор Лондо,Целебные травы,2216-05-31,6.367636363636363,41.87907559052539,4.73,4.63,1,0,0,May,Friday,72.77060462157291
Анор Лондо,Целебные травы,2216-06-01,6.326842105263157,42.56619012302023,4.73,4.63,0,0,0,June,Saturday,72.22810366137747
Анор Лондо,Целебные травы,2216-06-02,6.25327868852459,43.588334770222126,4.25,4.63,0,0,0,June,Sunday,70.75601490077696
Анор Лондо,Целебные травы,2216-06-03,6.411509433962264,37.826155524829815,3.61,4.63,0,0,0,June,Monday,67.38765291800814
Анор Лондо,Целебные травы,2216-06-04,6.161463414634146,37.811049090763866,4.83,4.63,0,0,0,June,Tuesday,57.90623835144055
Анор Лондо,Целебные травы,2216-06-05,6.2315555555555555,34.03474116321086,5.24,4.63,0,0,0,June,Wednesday,54.508528791835715
Анор Лондо,Целебные травы,2216-06-06,6.215932203389831,47.18750439180678,4.76,4.63,0,0,1,June,Thursday,74.83618281256543
Анор Лондо,Целебные травы,2216-06-07,6.238333333333333,32.24716186083031,4.82,4.63,0,0,0,June,Friday,51.86418532616875
Анор Лондо,Целебные травы,2216-06-08,6.112266666666667,54.70507678710465,5.51,4.47,0,0,1,June,Saturday,89.84032410490244
Анор Лондо,Целебные травы,2216-06-09,6.155151515151515,54.28478524284183,3.52,4.47,0,1,0,June,Sunday,91.47808810164952
Анор Лондо,Целебные травы,2216-06-10,6.1745762711864405,41.27477192331174,4.82,4.47,0,0,0,June,Monday,70.35599681910952
Анор Лондо,Целебные травы,2216-06-11,6.2512727272727275,44.400235422249246,4.76,4.47,0,0,0,June,Tuesday,79.08892844214108
Анор Лондо,Целебные травы,2216-06-12,6.214871794871795,34.344019711852596,4.86,4.47,0,0,0,June,Wednesday,59.92591131773253
Анор Лондо,Целебные травы,2216-06-13,6.254385964912281,44.776104626872446,4.47,4.47,0,0,0,June,Thursday,79.89785265963502
Анор Лондо,Целебные травы,2216-06-14,6.274054054054053,35.83251804355464,5.83,4.47,0,0,0,June,Friday,64.64379944343978
Анор Лондо,Целебные травы,2216-06-15,6.19923076923077,35.98297307759112,5.54,4.47,0,0,0,June,Saturday,62.22286421417297
Анор Лондо,Целебные травы,2216-06-16,6.277435897435898,33.03447121479589,4.35,4.47,0,0,0,June,Sunday,59.70768912643496
Анор Лондо,Целебные травы,2216-06-17,6.160588235294118,58.611037249824875,4.47,4.47,0,0,1,June,Monday,99.08713003293929
Анор Лондо,Целебные травы,2216-06-18,6.168771929824562,41.63087146548404,4.82,4.47,0,0,0,June,Tuesday,70.7213558596986
Анор Лондо,Целебные травы,2216-06-19,6.121492537313433,59.690601650342124,4.82,4.47,1,0,0,June,Wednesday,98.5785831732889
Анор Лондо,Целебные травы,2216-06-20,6.159259259259259,64.71391429390611,4.68,4.47,0,0,1,June,Thursday,109.31857892389104
Анор Лондо,Целебные травы,2216-06-21,6.129655172413793,45.42070967566581,4.54,4.47,0,0,0,June,Friday,75.38271574792401
Анор Лондо,Целебные травы,2216-06-22,6.189382716049383,66.25400759908393,5.46,4.47,0,0,1,June,Saturday,113.91599553486935
Анор Лондо,Целебные травы,2216-06-23,6.2912,43.040329986804075,4.94,4.47,0,0,0,June,Sunday,78.38504897196759
Анор Лондо,Целебные травы,2216-06-24,6.4565624999999995,33.88783480986162,4.99,3.79,0,0,0,June,Monday,90.3640295101716
Анор Лондо,Целебные травы,2216-06-25,6.88265625,45.0523391678026,5.1,3.79,0,0,0,June,Tuesday,139.3313983044245
Анор Лондо,Целебные травы,2216-06-26,6.557894736842106,51.15460499519461,4.59,3.79,0,0,1,June,Wednesday,141.59056193143604
Анор Лондо,Целебные травы,2216-06-27,6.677499999999999,39.75846294506005,4.09,3.79,0,0,0,June,Thursday,114.80256175386086
Анор Лондо,Целебные травы,2216-06-28,6.5664,68.92740298767724,4.99,3.79,1,0,0,June,Friday,191.37004165498706
Анор Лондо,Целебные травы,2216-06-29,6.70132075471698,49.973882098998956,5.3,3.79,0,1,0,June,Saturday,145.49000014859502
Анор Лондо,Целебные травы,2216-06-30,6.785714285714286,54.09690239233732,4.41,3.79,1,0,0,June,Sunday,162.05886330961624
Анор Лондо,Целебные травы,2216-07-01,6.696923076923077,57.63812624199896,4.41,3.79,1,0,0,July,Monday,167.54959928347233
Анор Лондо,Целебные травы,2216-07-02,6.796323529411764,59.462719401257495,4.89,3.79,0,0,1,July,Tuesday,178.7641724588098
Анор Лондо,Целебные травы,2216-07-03,6.871730769230769,43.0574196111834,4.77,3.79,0,0,0,July,Wednesday,132.69137485946422
Анор Лондо,Целебные травы,2216-07-04,6.761666666666666,62.59247901301681,4.54,3.79,1,0,0,July,Thursday,186.0039834670149
Анор Лондо,Целебные травы,2216-07-05,6.681639344262295,54.64228540464837,4.63,3.79,1,0,0,July,Friday,158.00578233649054
Анор Лондо,Целебные травы,2216-07-06,6.684324324324324,60.116511515587746,4.54,3.79,0,0,1,July,Saturday,173.99668157308895
Анор Лондо,Целебные травы,2216-07-07,6.63945205479452,60.51582753497461,4.89,3.79,0,1,0,July,Sunday,172.43694911712421
Анор Лондо,Целебные травы,2216-07-08,6.852307692307693,34.90009820051246,4.54,3.79,0,0,0,July,Monday,106.87483918172316
Анор Лондо,Целебные травы,2216-07-09,6.627,57.78516274159492,4.72,3.79,0,1,0,July,Tuesday,163.93650669790478
Анор Лондо,Целебные травы,2216-07-10,6.856987951807229,66.61974199323843,4.93,3.79,0,0,1,July,Wednesday,204.32194604576836
Анор Лондо,Целебные травы,2216-07-11,6.8088,41.310055178098345,4.93,3.79,0,0,0,July,Thursday,124.70679457164329
Анор Лондо,Целебные травы,2216-07-12,6.738227848101265,57.681835981535144,4.73,3.79,0,0,1,July,Friday,170.05919517037145
Анор Лондо,Целебные травы,2216-07-13,6.683199999999999,44.74462212925186,4.57,3.79,0,0,0,July,Saturday,129.45514074435147
Анор Лондо,Целебные травы,2216-07-14,6.616521739130434,62.338156294841546,4.89,3.79,0,0,1,July,Sunday,176.20015394468032
Анор Лондо,Целебные травы,2216-07-15,6.556774193548387,52.21498866253954,4.89,3.79,0,0,0,July,Monday,144.46708314793597
Анор Лондо,Целебные травы,2216-07-16,6.5127999999999995,59.70153353388898,4.89,3.79,0,0,1,July,Tuesday,162.55533550607288
Анор Лондо,Целебные травы,2216-07-17,6.739999999999998,42.876643990011196,4.73,3.79,0,0,0,July,Wednesday,126.48609977053297
Анор Лондо,Целебные травы,2216-07-18,6.481818181818181,61.29856133047187,4.57,3.4,1,0,0,July,Thursday,188.91102082754506
Анор Лондо,Целебные травы,2216-07-19,6.514603174603174,55.90479676076475,4.41,3.4,1,0,0,July,Friday,174.12125746662312
Анор Лондо,Целебные травы,2216-07-20,6.534698795180723,63.843377521268415,4.93,3.4,0,1,0,July,Saturday,200.12975859618814
Анор Лондо,Целебные травы,2216-07-21,6.6109090909090895,58.98786538985061,4.93,3.4,0,1,0,July,Sunday,189.40467323359297
Анор Лондо,Целебные травы,2216-07-22,6.534698795180723,62.407165229761446,4.89,3.4,1,0,0,July,Monday,195.6276656563775
Анор Лондо,Целебные травы,2216-07-23,6.529629629629629,45.96042289150695,4.41,3.4,0,0,0,July,Tuesday,143.83910127156804
Анор Лондо,Целебные травы,2216-07-24,6.700555555555555,62.20913290449444,4.73,3.4,0,0,1,July,Wednesday,205.324699214223
Анор Лондо,Целебные травы,2216-07-25,6.553157894736842,58.153777852745634,5.49,3.4,0,0,1,July,Thursday,183.36804374515737
Анор Лондо,Целебные травы,2216-07-26,6.466923076923076,42.474307814461376,4.66,3.4,0,0,0,July,Friday,130.26543481250573
Анор Лондо,Целебные травы,2216-07-27,6.361333333333333,53.74436654865558,4.92,3.4,0,0,0,July,Saturday,159.15498413941867
